bank_id,year,return_code,value,reported_date
KCB,2024,P6,31403.9,2024-12-31
KCB,2024,P7,21982.73,2024-12-31
KCB,2024,L1,836955.02,2024-12-31
KCB,2024,D1,1299218.19,2024-12-31
KCB,2024,R1,10.59,2024-12-31
KCB,2024,C1,16.73,2024-12-31
KCB,2025,A1,1805697.94,2025-12-31
KCB,2025,A2,1541945.23,2025-12-31
KCB,2025,E1,263752.71,2025-12-31
KCB,2025,P1,127136.47,2025-12-31
KCB,2025,P2,54784.69,2025-12-31
KCB,2025,P3,72351.78,2025-12-31
KCB,2025,P4,25534.76,2025-12-31
KCB,2025,P5,50142.22,2025-12-31
KCB,2025,P6,47744.31,2025-12-31
KCB,2025,P7,33421.02,2025-12-31
KCB,2025,L1,1087891.24,2025-12-31
KCB,2025,D1,1391716.95,2025-12-31
KCB,2025,R1,13.97,2025-12-31
KCB,2025,C1,18.82,2025-12-31
EQTY,2015,A1,1380751.85,2015-12-31
EQTY,2015,A2,1186200.04,2015-12-31
EQTY,2015,E1,194551.8,2015-12-31
EQTY,2015,P1,62005.46,2015-12-31
EQTY,2015,P2,25597.74,2015-12-31
EQTY,2015,P3,36407.72,2015-12-31
EQTY,2015,P4,17797.78,2015-12-31
EQTY,2015,P5,29195.42,2015-12-31
EQTY,2015,P6,25010.09,2015-12-31
EQTY,2015,P7,17507.06,2015-12-31
EQTY,2015,L1,697583.6,2015-12-31
EQTY,2015,D1,1081276.15,2015-12-31
EQTY,2015,R1,12.75,2015-12-31
EQTY,2015,C1,20.82,2015-12-31
EQTY,2016,A1,1521052.51,2016-12-31
EQTY,2016,A2,1347136.37,2016-12-31
EQTY,2016,E1,173916.14,2016-12-31
EQTY,2016,P1,81416.06,2016-12-31
EQTY,2016,P2,34319.19,2016-12-31
EQTY,2016,P3,47096.87,2016-12-31
EQTY,2016,P4,21684.23,2016-12-31
EQTY,2016,P5,34861.11,2016-12-31
EQTY,2016,P6,33919.99,2016-12-31
EQTY,2016,P7,23743.99,2016-12-31
EQTY,2016,L1,1015543.73,2016-12-31
EQTY,2016,D1,1212730.03,2016-12-31
EQTY,2016,R1,11.81,2016-12-31
EQTY,2016,C1,16.55,2016-12-31
EQTY,2017,A1,1643373.08,2017-12-31
EQTY,2017,A2,1406542.59,2017-12-31
EQTY,2017,E1,236830.49,2017-12-31
EQTY,2017,P1,110283.25,2017-12-31
EQTY,2017,P2,40766.69,2017-12-31
EQTY,2017,P3,69516.57,2017-12-31
EQTY,2017,P4,28821.52,2017-12-31
EQTY,2017,P5,45717.02,2017-12-31
EQTY,2017,P6,52621.07,2017-12-31
EQTY,2017,P7,36834.75,2017-12-31
EQTY,2017,L1,1120203.62,2017-12-31
EQTY,2017,D1,1328181.44,2017-12-31
EQTY,2017,R1,9.55,2017-12-31
EQTY,2017,C1,17.17,2017-12-31
EQTY,2018,A1,1865782.98,2018-12-31
EQTY,2018,A2,1618003.68,2018-12-31
EQTY,2018,E1,247779.31,2018-12-31
EQTY,2018,P1,105045.84,2018-12-31
EQTY,2018,P2,59246.44,2018-12-31
EQTY,2018,P3,45799.4,2018-12-31
EQTY,2018,P4,21831.03,2018-12-31
EQTY,2018,P5,36281.7,2018-12-31
EQTY,2018,P6,31348.72,2018-12-31
EQTY,2018,P7,21944.11,2018-12-31
EQTY,2018,L1,1101829.53,2018-12-31
EQTY,2018,D1,1499669.22,2018-12-31
EQTY,2018,R1,17.92,2018-12-31
EQTY,2018,C1,21.83,2018-12-31
EQTY,2019,A1,2031386.43,2019-12-31
EQTY,2019,A2,1806311.27,2019-12-31
EQTY,2019,E1,225075.16,2019-12-31
EQTY,2019,P1,140097.52,2019-12-31
EQTY,2019,P2,53454.66,2019-12-31
EQTY,2019,P3,86642.86,2019-12-31
EQTY,2019,P4,38086.01,2019-12-31
EQTY,2019,P5,59841.43,2019-12-31
EQTY,2019,P6,64887.43,2019-12-31
EQTY,2019,P7,45421.2,2019-12-31
EQTY,2019,L1,1319344.06,2019-12-31
EQTY,2019,D1,1710594.03,2019-12-31
EQTY,2019,R1,11.14,2019-12-31
EQTY,2019,C1,21.46,2019-12-31
EQTY,2020,A1,2167270.78,2020-12-31
EQTY,2020,A2,1923470.64,2020-12-31
EQTY,2020,E1,243800.13,2020-12-31
EQTY,2020,P1,123603.83,2020-12-31
EQTY,2020,P2,53480.59,2020-12-31
EQTY,2020,P3,70123.24,2020-12-31
EQTY,2020,P4,24483.96,2020-12-31
EQTY,2020,P5,49547.56,2020-12-31
EQTY,2020,P6,45059.64,2020-12-31
EQTY,2020,P7,31541.75,2020-12-31
EQTY,2020,L1,1459537.75,2020-12-31
EQTY,2020,D1,1773869.72,2020-12-31
EQTY,2020,R1,13.38,2020-12-31
EQTY,2020,C1,21.22,2020-12-31
EQTY,2021,A1,2356984.73,2021-12-31
EQTY,2021,A2,2102559.28,2021-12-31
EQTY,2021,E1,254425.45,2021-12-31
EQTY,2021,P1,140443.54,2021-12-31
EQTY,2021,P2,43086.56,2021-12-31
EQTY,2021,P3,97356.99,2021-12-31
EQTY,2021,P4,41931.65,2021-12-31
EQTY,2021,P5,65430.02,2021-12-31
EQTY,2021,P6,73858.62,2021-12-31
EQTY,2021,P7,51701.03,2021-12-31
EQTY,2021,L1,1297762.75,2021-12-31
EQTY,2021,D1,1955250.49,2021-12-31
EQTY,2021,R1,13.46,2021-12-31
EQTY,2021,C1,16.37,2021-12-31
EQTY,2022,A1,2667552.7,2022-12-31
EQTY,2022,A2,2295384.83,2022-12-31
EQTY,2022,E1,372167.87,2022-12-31
EQTY,2022,P1,137097.38,2022-12-31
EQTY,2022,P2,75606.27,2022-12-31
EQTY,2022,P3,61491.11,2022-12-31
EQTY,2022,P4,27457.4,2022-12-31
EQTY,2022,P5,41834.03,2022-12-31
EQTY,2022,P6,47114.49,2022-12-31
EQTY,2022,P7,32980.14,2022-12-31
EQTY,2022,L1,1443481.71,2022-12-31
EQTY,2022,D1,2086449.7,2022-12-31
EQTY,2022,R1,17.58,2022-12-31
EQTY,2022,C1,18.29,2022-12-31
EQTY,2023,A1,2848813.39,2023-12-31
EQTY,2023,A2,2514878.74,2023-12-31
EQTY,2023,E1,333934.64,2023-12-31
EQTY,2023,P1,169126.85,2023-12-31
EQTY,2023,P2,68711.46,2023-12-31
EQTY,2023,P3,100415.4,2023-12-31
EQTY,2023,P4,39009.46,2023-12-31
EQTY,2023,P5,66013.8,2023-12-31
EQTY,2023,P6,73411.06,2023-12-31
EQTY,2023,P7,51387.74,2023-12-31
EQTY,2023,L1,1919398.28,2023-12-31
EQTY,2023,D1,2324982.65,2023-12-31
EQTY,2023,R1,9.59,2023-12-31
EQTY,2023,C1,19.6,2023-12-31
EQTY,2024,A1,3129220.94,2024-12-31
EQTY,2024,A2,2738882.33,2024-12-31
EQTY,2024,E1,390338.61,2024-12-31
EQTY,2024,P1,199208.11,2024-12-31
EQTY,2024,P2,59506.54,2024-12-31
EQTY,2024,P3,139701.57,2024-12-31
EQTY,2024,P4,57801.6,2024-12-31
EQTY,2024,P5,90255.18,2024-12-31
EQTY,2024,P6,107247.99,2024-12-31
EQTY,2024,P7,75073.59,2024-12-31
EQTY,2024,L1,1841594.8,2024-12-31
EQTY,2024,D1,2495968.5,2024-12-31
EQTY,2024,R1,15.02,2024-12-31
EQTY,2024,C1,19.13,2024-12-31
EQTY,2025,A1,3378628.98,2025-12-31
EQTY,2025,A2,2938916.85,2025-12-31
EQTY,2025,E1,439712.13,2025-12-31
EQTY,2025,P1,191932.25,2025-12-31
EQTY,2025,P2,110365.31,2025-12-31
EQTY,2025,P3,81566.94,2025-12-31
EQTY,2025,P4,29525.53,2025-12-31
EQTY,2025,P5,60539.15,2025-12-31
EQTY,2025,P6,50553.32,2025-12-31
EQTY,2025,P7,35387.32,2025-12-31
EQTY,2025,L1,2360478.39,2025-12-31
EQTY,2025,D1,2769914.64,2025-12-31
EQTY,2025,R1,15.31,2025-12-31
EQTY,2025,C1,18.74,2025-12-31
ABSA,2015,A1,1360827.65,2015-12-31
ABSA,2015,A2,1194285.85,2015-12-31
ABSA,2015,E1,166541.8,2015-12-31
ABSA,2015,P1,88057.58,2015-12-31
ABSA,2015,P2,33317.34,2015-12-31
ABSA,2015,P3,54740.24,2015-12-31
ABSA,2015,P4,22815.5,2015-12-31
ABSA,2015,P5,41680.48,2015-12-31
ABSA,2015,P6,35875.27,2015-12-31
ABSA,2015,P7,25112.69,2015-12-31
ABSA,2015,L1,766819.04,2015-12-31
ABSA,2015,D1,1120817.86,2015-12-31
ABSA,2015,R1,17.4,2015-12-31
ABSA,2015,C1,15.71,2015-12-31
ABSA,2016,A1,1444314.73,2016-12-31
ABSA,2016,A2,1267097.46,2016-12-31
ABSA,2016,E1,177217.26,2016-12-31
ABSA,2016,P1,97700.0,2016-12-31
ABSA,2016,P2,24725.92,2016-12-31
ABSA,2016,P3,72974.08,2016-12-31
ABSA,2016,P4,29624.75,2016-12-31
ABSA,2016,P5,54873.34,2016-12-31
ABSA,2016,P6,47725.49,2016-12-31
ABSA,2016,P7,33407.84,2016-12-31
ABSA,2016,L1,1001527.72,2016-12-31
ABSA,2016,D1,1170106.11,2016-12-31
ABSA,2016,R1,15.12,2016-12-31
ABSA,2016,C1,18.3,2016-12-31
ABSA,2017,A1,1533514.04,2017-12-31
ABSA,2017,A2,1360739.66,2017-12-31
ABSA,2017,E1,172774.39,2017-12-31
ABSA,2017,P1,78511.29,2017-12-31
ABSA,2017,P2,35079.52,2017-12-31
ABSA,2017,P3,43431.77,2017-12-31
ABSA,2017,P4,20943.71,2017-12-31
ABSA,2017,P5,30961.58,2017-12-31
ABSA,2017,P6,33413.9,2017-12-31
ABSA,2017,P7,23389.73,2017-12-31
ABSA,2017,L1,888044.1,2017-12-31
ABSA,2017,D1,1292522.69,2017-12-31
ABSA,2017,R1,9.5,2017-12-31
ABSA,2017,C1,19.99,2017-12-31
ABSA,2018,A1,1698617.06,2018-12-31
ABSA,2018,A2,1520666.01,2018-12-31
ABSA,2018,E1,177951.04,2018-12-31
ABSA,2018,P1,85520.87,2018-12-31
ABSA,2018,P2,43195.9,2018-12-31
ABSA,2018,P3,42324.97,2018-12-31
ABSA,2018,P4,16404.92,2018-12-31
ABSA,2018,P5,30467.81,2018-12-31
ABSA,2018,P6,28262.08,2018-12-31
ABSA,2018,P7,19783.45,2018-12-31
ABSA,2018,L1,914451.37,2018-12-31
ABSA,2018,D1,1400896.54,2018-12-31
ABSA,2018,R1,9.06,2018-12-31
ABSA,2018,C1,19.63,2018-12-31
ABSA,2019,A1,1825885.68,2019-12-31
ABSA,2019,A2,1603867.76,2019-12-31
ABSA,2019,E1,222017.93,2019-12-31
ABSA,2019,P1,103287.21,2019-12-31
ABSA,2019,P2,53291.1,2019-12-31
ABSA,2019,P3,49996.11,2019-12-31
ABSA,2019,P4,19734.13,2019-12-31
ABSA,2019,P5,35881.53,2019-12-31
ABSA,2019,P6,33848.71,2019-12-31
ABSA,2019,P7,23694.1,2019-12-31
ABSA,2019,L1,1012010.49,2019-12-31
ABSA,2019,D1,1482104.07,2019-12-31
ABSA,2019,R1,11.86,2019-12-31
ABSA,2019,C1,21.45,2019-12-31
ABSA,2020,A1,1991913.18,2020-12-31
ABSA,2020,A2,1703918.66,2020-12-31
ABSA,2020,E1,287994.52,2020-12-31
ABSA,2020,P1,140372.07,2020-12-31
ABSA,2020,P2,47006.41,2020-12-31
ABSA,2020,P3,93365.66,2020-12-31
ABSA,2020,P4,34955.15,2020-12-31
ABSA,2020,P5,63513.67,2020-12-31
ABSA,2020,P6,64807.14,2020-12-31
ABSA,2020,P7,45365.0,2020-12-31
ABSA,2020,L1,1230049.99,2020-12-31
ABSA,2020,D1,1540826.84,2020-12-31
ABSA,2020,R1,8.81,2020-12-31
ABSA,2020,C1,19.33,2020-12-31
ABSA,2021,A1,2224106.46,2021-12-31
ABSA,2021,A2,1983488.13,2021-12-31
ABSA,2021,E1,240618.33,2021-12-31
ABSA,2021,P1,103086.16,2021-12-31
ABSA,2021,P2,72282.48,2021-12-31
ABSA,2021,P3,30803.68,2021-12-31
ABSA,2021,P4,13574.77,2021-12-31
ABSA,2021,P5,20727.72,2021-12-31
ABSA,2021,P6,23650.72,2021-12-31
ABSA,2021,P7,16555.51,2021-12-31
ABSA,2021,L1,1248139.25,2021-12-31
ABSA,2021,D1,1858893.34,2021-12-31
ABSA,2021,R1,14.42,2021-12-31
ABSA,2021,C1,20.81,2021-12-31
ABSA,2022,A1,2470715.07,2022-12-31
ABSA,2022,A2,2103962.37,2022-12-31
ABSA,2022,E1,366752.7,2022-12-31
ABSA,2022,P1,122456.95,2022-12-31
ABSA,2022,P2,62544.64,2022-12-31
ABSA,2022,P3,59912.3,2022-12-31
ABSA,2022,P4,26982.54,2022-12-31
ABSA,2022,P5,41372.72,2022-12-31
ABSA,2022,P6,45522.13,2022-12-31
ABSA,2022,P7,31865.49,2022-12-31
ABSA,2022,L1,1408498.44,2022-12-31
ABSA,2022,D1,1943238.41,2022-12-31
ABSA,2022,R1,16.69,2022-12-31
ABSA,2022,C1,21.64,2022-12-31
ABSA,2023,A1,2775667.77,2023-12-31
ABSA,2023,A2,2461534.61,2023-12-31
ABSA,2023,E1,314133.16,2023-12-31
ABSA,2023,P1,148544.57,2023-12-31
ABSA,2023,P2,92457.97,2023-12-31
ABSA,2023,P3,56086.6,2023-12-31
ABSA,2023,P4,25833.87,2023-12-31
ABSA,2023,P5,42622.83,2023-12-31
ABSA,2023,P6,39297.64,2023-12-31
ABSA,2023,P7,27508.35,2023-12-31
ABSA,2023,L1,1667534.79,2023-12-31
ABSA,2023,D1,2330683.42,2023-12-31
ABSA,2023,R1,10.41,2023-12-31
ABSA,2023,C1,17.68,2023-12-31
ABSA,2024,A1,3085725.54,2024-12-31
ABSA,2024,A2,2757857.82,2024-12-31
ABSA,2024,E1,327867.72,2024-12-31
ABSA,2024,P1,136714.91,2024-12-31
ABSA,2024,P2,92264.65,2024-12-31
ABSA,2024,P3,44450.26,2024-12-31
ABSA,2024,P4,21504.56,2024-12-31
ABSA,2024,P5,31965.38,2024-12-31
ABSA,2024,P6,33989.45,2024-12-31
ABSA,2024,P7,23792.61,2024-12-31
ABSA,2024,L1,1647635.61,2024-12-31
ABSA,2024,D1,2590266.42,2024-12-31
ABSA,2024,R1,9.57,2024-12-31
ABSA,2024,C1,15.9,2024-12-31
ABSA,2025,A1,3366325.65,2025-12-31
ABSA,2025,A2,2907263.35,2025-12-31
ABSA,2025,E1,459062.3,2025-12-31
ABSA,2025,P1,201689.25,2025-12-31
ABSA,2025,P2,76062.02,2025-12-31
ABSA,2025,P3,125627.24,2025-12-31
ABSA,2025,P4,46113.04,2025-12-31
ABSA,2025,P5,92056.29,2025-12-31
ABSA,2025,P6,79683.99,2025-12-31
ABSA,2025,P7,55778.79,2025-12-31
ABSA,2025,L1,1833676.17,2025-12-31
ABSA,2025,D1,2639671.63,2025-12-31
ABSA,2025,R1,10.41,2025-12-31
ABSA,2025,C1,21.35,2025-12-31
COOP,2015,A1,1234586.62,2015-12-31
COOP,2015,A2,1107871.56,2015-12-31
COOP,2015,E1,126715.05,2015-12-31
COOP,2015,P1,77338.88,2015-12-31
COOP,2015,P2,30188.71,2015-12-31
COOP,2015,P3,47150.17,2015-12-31
COOP,2015,P4,22078.06,2015-12-31
COOP,2015,P5,33739.91,2015-12-31
COOP,2015,P6,35488.32,2015-12-31
COOP,2015,P7,24841.82,2015-12-31
COOP,2015,L1,661722.04,2015-12-31
COOP,2015,D1,1027977.73,2015-12-31
COOP,2015,R1,9.92,2015-12-31
COOP,2015,C1,19.86,2015-12-31
COOP,2016,A1,1355646.81,2016-12-31
COOP,2016,A2,1214941.0,2016-12-31
COOP,2016,E1,140705.81,2016-12-31
COOP,2016,P1,76516.42,2016-12-31
COOP,2016,P2,38111.95,2016-12-31
COOP,2016,P3,38404.47,2016-12-31
COOP,2016,P4,19039.35,2016-12-31
COOP,2016,P5,26503.86,2016-12-31
COOP,2016,P6,30939.96,2016-12-31
COOP,2016,P7,21657.97,2016-12-31
COOP,2016,L1,721107.34,2016-12-31
COOP,2016,D1,1148437.63,2016-12-31
COOP,2016,R1,17.57,2016-12-31
COOP,2016,C1,20.46,2016-12-31
COOP,2017,A1,1539321.12,2017-12-31
COOP,2017,A2,1328358.1,2017-12-31
COOP,2017,E1,210963.03,2017-12-31
COOP,2017,P1,112768.07,2017-12-31
COOP,2017,P2,39750.71,2017-12-31
COOP,2017,P3,73017.36,2017-12-31
COOP,2017,P4,35444.28,2017-12-31
COOP,2017,P5,53219.29,2017-12-31
COOP,2017,P6,55242.35,2017-12-31
COOP,2017,P7,38669.64,2017-12-31
COOP,2017,L1,968016.45,2017-12-31
COOP,2017,D1,1231920.13,2017-12-31
COOP,2017,R1,16.98,2017-12-31
COOP,2017,C1,15.53,2017-12-31
COOP,2018,A1,1693675.69,2018-12-31
COOP,2018,A2,1478415.91,2018-12-31
COOP,2018,E1,215259.78,2018-12-31
COOP,2018,P1,126023.47,2018-12-31
COOP,2018,P2,48259.07,2018-12-31
COOP,2018,P3,77764.4,2018-12-31
COOP,2018,P4,30696.38,2018-12-31
COOP,2018,P5,49448.79,2018-12-31
COOP,2018,P6,59011.99,2018-12-31
COOP,2018,P7,41308.4,2018-12-31
COOP,2018,L1,1150918.19,2018-12-31
COOP,2018,D1,1336574.12,2018-12-31
COOP,2018,R1,8.69,2018-12-31
COOP,2018,C1,18.06,2018-12-31
COOP,2019,A1,1899902.27,2019-12-31
COOP,2019,A2,1702270.04,2019-12-31
COOP,2019,E1,197632.22,2019-12-31
COOP,2019,P1,122934.29,2019-12-31
COOP,2019,P2,35143.89,2019-12-31
COOP,2019,P3,87790.4,2019-12-31
COOP,2019,P4,42943.5,2019-12-31
COOP,2019,P5,62457.52,2019-12-31
COOP,2019,P6,68276.38,2019-12-31
COOP,2019,P7,47793.47,2019-12-31
COOP,2019,L1,1162079.46,2019-12-31
COOP,2019,D1,1616665.84,2019-12-31
COOP,2019,R1,17.71,2019-12-31
COOP,2019,C1,21.4,2019-12-31
COOP,2020,A1,2022928.17,2020-12-31
COOP,2020,A2,1812854.59,2020-12-31
COOP,2020,E1,210073.58,2020-12-31
COOP,2020,P1,129256.83,2020-12-31
COOP,2020,P2,51414.91,2020-12-31
COOP,2020,P3,77841.92,2020-12-31
COOP,2020,P4,27593.77,2020-12-31
COOP,2020,P5,56771.09,2020-12-31
COOP,2020,P6,48664.6,2020-12-31
COOP,2020,P7,34065.22,2020-12-31
COOP,2020,L1,1095366.14,2020-12-31
COOP,2020,D1,1695363.44,2020-12-31
COOP,2020,R1,15.63,2020-12-31
COOP,2020,C1,18.09,2020-12-31
COOP,2021,A1,2194931.65,2021-12-31
COOP,2021,A2,1926466.34,2021-12-31
COOP,2021,E1,268465.3,2021-12-31
COOP,2021,P1,99616.75,2021-12-31
COOP,2021,P2,57559.01,2021-12-31
COOP,2021,P3,42057.74,2021-12-31
COOP,2021,P4,13036.74,2021-12-31
COOP,2021,P5,28991.59,2021-12-31
COOP,2021,P6,26102.89,2021-12-31
COOP,2021,P7,18272.02,2021-12-31
COOP,2021,L1,1118225.64,2021-12-31
COOP,2021,D1,1742031.91,2021-12-31
COOP,2021,R1,9.25,2021-12-31
COOP,2021,C1,20.27,2021-12-31
COOP,2022,A1,2453513.31,2022-12-31
COOP,2022,A2,2141436.01,2022-12-31
COOP,2022,E1,312077.3,2022-12-31
COOP,2022,P1,141375.15,2022-12-31
COOP,2022,P2,43474.2,2022-12-31
COOP,2022,P3,97900.95,2022-12-31
COOP,2022,P4,41759.28,2022-12-31
COOP,2022,P5,76566.44,2022-12-31
COOP,2022,P6,63093.79,2022-12-31
COOP,2022,P7,44165.66,2022-12-31
COOP,2022,L1,1279715.48,2022-12-31
COOP,2022,D1,1992483.91,2022-12-31
COOP,2022,R1,17.35,2022-12-31
COOP,2022,C1,20.63,2022-12-31
COOP,2023,A1,2761230.73,2023-12-31
COOP,2023,A2,2446663.94,2023-12-31
COOP,2023,E1,314566.79,2023-12-31
COOP,2023,P1,159810.44,2023-12-31
COOP,2023,P2,88028.97,2023-12-31
COOP,2023,P3,71781.48,2023-12-31
COOP,2023,P4,22157.77,2023-12-31
COOP,2023,P5,51651.85,2023-12-31
COOP,2023,P6,42287.4,2023-12-31
COOP,2023,P7,29601.18,2023-12-31
COOP,2023,L1,1576966.17,2023-12-31
COOP,2023,D1,2301948.13,2023-12-31
COOP,2023,R1,15.44,2023-12-31
COOP,2023,C1,16.07,2023-12-31
COOP,2024,A1,3146683.92,2024-12-31
COOP,2024,A2,2779027.02,2024-12-31
COOP,2024,E1,367656.9,2024-12-31
COOP,2024,P1,175286.93,2024-12-31
COOP,2024,P2,66350.17,2024-12-31
COOP,2024,P3,108936.76,2024-12-31
COOP,2024,P4,45229.08,2024-12-31
COOP,2024,P5,75460.35,2024-12-31
COOP,2024,P6,78705.49,2024-12-31
COOP,2024,P7,55093.84,2024-12-31
COOP,2024,L1,1949125.33,2024-12-31
COOP,2024,D1,2593960.38,2024-12-31
COOP,2024,R1,16.78,2024-12-31
COOP,2024,C1,19.11,2024-12-31
COOP,2025,A1,3372795.87,2025-12-31
COOP,2025,A2,2871014.21,2025-12-31
COOP,2025,E1,501781.67,2025-12-31
COOP,2025,P1,197879.54,2025-12-31
COOP,2025,P2,100020.22,2025-12-31
COOP,2025,P3,97859.31,2025-12-31
COOP,2025,P4,35879.09,2025-12-31
COOP,2025,P5,63588.99,2025-12-31
COOP,2025,P6,70149.41,2025-12-31
COOP,2025,P7,49104.58,2025-12-31
COOP,2025,L1,2223650.59,2025-12-31
COOP,2025,D1,2616097.88,2025-12-31
COOP,2025,R1,11.63,2025-12-31
COOP,2025,C1,19.29,2025-12-31
SBIC,2015,A1,1619722.46,2015-12-31
SBIC,2015,A2,1435195.19,2015-12-31
