transaction_id,timestamp,channel,category,amount_kes,county,is_fraudulent
EQK000073,2025-04-28 02:15:00,EazzyPay,Peer-to-Peer,28168.22,Kajiado,False
EQK000074,2025-04-27 07:57:00,Agency Banking,Merchant Payment,116460.9,Nairobi,False
EQK000075,2025-04-11 08:35:00,ATM,Deposit,9046.67,Nairobi,False
EQK000076,2025-05-21 13:34:00,Equity Mobile,Deposit,237500.18,Nakuru,False
EQK000077,2025-01-10 23:29:00,Equitel,Peer-to-Peer,4617.35,Nairobi,False
EQK000078,2025-03-06 17:31:00,EazzyPay,Peer-to-Peer,59453.66,Nairobi,False
EQK000079,2025-01-27 16:12:00,EazzyPay,Utility Bill,1883.72,Nairobi,False
EQK000080,2025-02-24 05:27:00,EazzyPay,Withdrawal,249929.7,Kajiado,False
EQK000081,2025-02-22 04:09:00,Equitel,Peer-to-Peer,24810.08,Mombasa,False
EQK000082,2025-02-20 12:12:00,Agency Banking,Deposit,219676.95,Uasin Gishu,False
EQK000083,2025-04-05 07:38:00,Equitel,Utility Bill,13487.38,Uasin Gishu,False
EQK000084,2025-01-12 00:53:00,Agency Banking,Withdrawal,23013.65,Uasin Gishu,False
EQK000085,2025-02-16 22:14:00,Equity Mobile,Withdrawal,160200.98,Uasin Gishu,False
EQK000086,2025-02-07 17:33:00,Equitel,Deposit,139149.09,Nairobi,False
EQK000087,2025-03-20 22:41:00,ATM,Retail,14268.05,Nairobi,False
EQK000088,2025-03-15 16:59:00,Agency Banking,Withdrawal,245028.11,Mombasa,False
EQK000089,2025-02-12 15:10:00,ATM,Retail,7171.73,Kiambu,False
EQK000090,2025-05-24 07:03:00,Agency Banking,Retail,13503.43,Mombasa,False
EQK000091,2025-03-02 18:18:00,Equity Mobile,Withdrawal,86925.57,Nairobi,False
EQK000092,2025-03-11 00:04:00,EazzyPay,Merchant Payment,52377.1,Nairobi,False
EQK000093,2025-02-14 08:25:00,EazzyPay,Retail,10472.88,Kiambu,False
EQK000094,2025-02-17 16:25:00,Agency Banking,Retail,1725.5,Kiambu,False
EQK000095,2025-02-16 23:21:00,Visa Card,Utility Bill,19238.93,Kiambu,False
EQK000096,2025-01-14 23:50:00,ATM,Deposit,187654.44,Nairobi,False
EQK000097,2025-02-07 02:50:00,EazzyPay,Withdrawal,46388.69,Kiambu,False
EQK000098,2025-03-27 11:24:00,EazzyPay,Withdrawal,148804.52,Nakuru,False
EQK000099,2025-04-19 17:46:00,Agency Banking,Deposit,147123.44,Nakuru,False
EQK000100,2025-03-24 09:40:00,Equity Mobile,Deposit,225012.2,Kiambu,False
EQK000101,2025-02-28 12:05:00,Equity Mobile,Retail,3939.79,Nairobi,False
EQK000102,2025-04-22 03:29:00,ATM,Deposit,71988.7,Nairobi,False
EQK000103,2025-05-11 18:30:00,Equity Mobile,Merchant Payment,249316.63,Kisumu,False
EQK000104,2025-03-16 03:14:00,Visa Card,Deposit,65217.8,Nairobi,False
EQK000105,2025-03-20 10:07:00,Equitel,Peer-to-Peer,83874.4,Nairobi,False
EQK000106,2025-03-09 18:19:00,EazzyPay,Merchant Payment,61360.02,Nairobi,False
EQK000107,2025-03-05 05:36:00,Visa Card,Peer-to-Peer,93208.23,Nairobi,False
EQK000108,2025-05-14 17:55:00,Equitel,Withdrawal,16780.37,Kajiado,False
EQK000109,2025-05-10 19:00:00,Equity Mobile,Retail,11523.3,Kiambu,False
EQK000110,2025-04-04 16:04:00,Visa Card,Merchant Payment,241291.7,Nairobi,False
EQK000111,2025-05-17 01:11:00,ATM,Peer-to-Peer,92652.3,Nakuru,False
EQK000112,2025-04-03 07:10:00,EazzyPay,Withdrawal,51205.2,Nairobi,False
EQK000113,2025-01-05 18:58:00,Visa Card,Utility Bill,22788.79,Nairobi,False
EQK000114,2025-02-09 07:38:00,Visa Card,Peer-to-Peer,62447.74,Kiambu,False
EQK000115,2025-05-25 00:46:00,Equitel,Deposit,17588.16,Nairobi,False
EQK000116,2025-05-14 02:06:00,ATM,Utility Bill,4342.53,Uasin Gishu,False
EQK000117,2025-02-07 00:36:00,ATM,Retail,986.22,Kiambu,False
EQK000118,2025-05-03 09:32:00,Visa Card,Deposit,134583.86,Nairobi,False
EQK000119,2025-01-15 07:04:00,Equity Mobile,Merchant Payment,180840.89,Nakuru,False
EQK000120,2025-02-05 10:26:00,Equity Mobile,Merchant Payment,46217.83,Kisumu,False
EQK000121,2025-01-23 14:25:00,Visa Card,Peer-to-Peer,15419.81,Kiambu,False
EQK000122,2025-04-21 07:59:00,ATM,Merchant Payment,26450.95,Kisumu,False
EQK000123,2025-02-06 07:41:00,EazzyPay,Merchant Payment,94234.41,Nairobi,False
EQK000124,2025-02-09 08:21:00,ATM,Retail,2141.95,Kajiado,False
EQK000125,2025-02-26 00:53:00,ATM,Withdrawal,95447.12,Nakuru,False
EQK000126,2025-02-26 20:25:00,EazzyPay,Peer-to-Peer,39877.05,Kiambu,False
EQK000127,2025-05-10 06:17:00,ATM,Utility Bill,23042.91,Kiambu,False
EQK000128,2025-01-25 06:51:00,Visa Card,Withdrawal,228796.63,Nairobi,False
EQK000129,2025-04-24 20:48:00,EazzyPay,Merchant Payment,115288.26,Kiambu,False
EQK000130,2025-03-04 07:48:00,EazzyPay,Withdrawal,99932.21,Mombasa,False
EQK000131,2025-03-03 16:44:00,Equity Mobile,Deposit,209304.64,Kiambu,False
EQK000132,2025-04-25 14:49:00,Equitel,Deposit,110749.92,Mombasa,False
EQK000133,2025-03-04 03:00:00,Equity Mobile,Peer-to-Peer,37393.6,Nairobi,False
EQK000134,2025-05-04 00:22:00,Agency Banking,Utility Bill,21807.85,Mombasa,False
EQK000135,2025-03-08 23:22:00,ATM,Withdrawal,149167.2,Nairobi,False
EQK000136,2025-02-20 00:27:00,Equitel,Peer-to-Peer,24392.9,Nakuru,False
EQK000137,2025-05-24 03:51:00,Equity Mobile,Deposit,52041.09,Nairobi,False
EQK000138,2025-01-07 09:06:00,EazzyPay,Withdrawal,7606.52,Nairobi,False
EQK000139,2025-03-23 01:00:00,Equity Mobile,Merchant Payment,84630.6,Uasin Gishu,False
EQK000140,2025-04-29 11:19:00,Equity Mobile,Withdrawal,102943.5,Kiambu,False
EQK000141,2025-04-09 19:57:00,Visa Card,Merchant Payment,35888.18,Kisumu,False
EQK000142,2025-05-08 16:49:00,ATM,Retail,4395.82,Kiambu,False
EQK000143,2025-04-13 08:53:00,Visa Card,Peer-to-Peer,42228.22,Nairobi,False
EQK000144,2025-04-08 22:36:00,ATM,Deposit,228660.4,Nairobi,False
EQK000145,2025-02-03 16:36:00,EazzyPay,Deposit,207605.71,Nairobi,False
EQK000146,2025-01-27 05:26:00,Equitel,Merchant Payment,158641.42,Mombasa,False
EQK000147,2025-05-25 20:27:00,Visa Card,Utility Bill,11128.87,Nairobi,False
EQK000148,2025-02-20 20:35:00,ATM,Utility Bill,2637.99,Uasin Gishu,False
EQK000149,2025-04-23 06:39:00,ATM,Deposit,119536.55,Nakuru,False
EQK000150,2025-03-10 23:32:00,Equitel,Merchant Payment,135420.85,Nairobi,False
EQK000151,2025-03-22 12:42:00,Equitel,Retail,11678.23,Nairobi,False
EQK000152,2025-01-17 00:24:00,Equity Mobile,Peer-to-Peer,59868.78,Mombasa,False
EQK000153,2025-04-18 11:50:00,Visa Card,Deposit,147967.44,Nairobi,False
EQK000154,2025-02-18 16:09:00,EazzyPay,Retail,3184.43,Kiambu,False
EQK000155,2025-01-08 20:16:00,Equity Mobile,Deposit,159670.66,Kajiado,False
EQK000156,2025-01-12 14:58:00,Equitel,Retail,14188.86,Nairobi,False
EQK000157,2025-05-25 22:25:00,Equity Mobile,Deposit,228956.59,Nairobi,False
EQK000158,2025-05-17 18:47:00,Equitel,Peer-to-Peer,94432.22,Mombasa,False
EQK000159,2025-04-13 16:13:00,ATM,Merchant Payment,31021.15,Nairobi,False
EQK000160,2025-04-18 06:14:00,EazzyPay,Merchant Payment,197890.07,Nairobi,False
EQK000161,2025-01-16 12:41:00,Agency Banking,Deposit,104959.01,Mombasa,False
EQK000162,2025-01-13 12:17:00,ATM,Peer-to-Peer,99793.62,Nairobi,False
EQK000163,2025-03-03 20:43:00,EazzyPay,Merchant Payment,246036.78,Uasin Gishu,False
EQK000164,2025-04-13 19:04:00,EazzyPay,Deposit,1833.24,Mombasa,False
EQK000165,2025-03-09 17:36:00,EazzyPay,Retail,13699.92,Nairobi,False
EQK000166,2025-05-01 23:03:00,Agency Banking,Peer-to-Peer,95001.12,Uasin Gishu,False
EQK000167,2025-02-08 23:45:00,ATM,Deposit,153739.44,Nairobi,False
EQK000168,2025-02-28 07:19:00,Equity Mobile,Deposit,152326.46,Kiambu,False
EQK000169,2025-02-26 08:48:00,Equitel,Peer-to-Peer,82637.95,Uasin Gishu,False
EQK000170,2025-01-09 02:19:00,Equitel,Retail,3021.48,Nairobi,False
EQK000171,2025-03-03 16:23:00,ATM,Peer-to-Peer,22521.61,Nairobi,False
EQK000172,2025-03-14 03:13:00,Equity Mobile,Utility Bill,11978.37,Nairobi,False
EQK000173,2025-01-29 08:02:00,EazzyPay,Utility Bill,21691.06,Uasin Gishu,False
EQK000174,2025-01-05 10:58:00,Equitel,Merchant Payment,93799.44,Nairobi,False
EQK000175,2025-03-31 17:05:00,Equity Mobile,Merchant Payment,28257.75,Kisumu,False
EQK000176,2025-04-24 07:44:00,Visa Card,Withdrawal,226721.92,Kiambu,False
EQK000177,2025-02-09 12:44:00,EazzyPay,Deposit,130793.82,Kisumu,False
EQK000178,2025-02-28 15:40:00,Equity Mobile,Peer-to-Peer,23945.13,Kisumu,False
EQK000179,2025-01-07 04:42:00,Equity Mobile,Utility Bill,12171.28,Kisumu,False
EQK000180,2025-04-17 20:29:00,Equitel,Merchant Payment,139489.25,Uasin Gishu,False
EQK000181,2025-01-13 13:26:00,EazzyPay,Retail,9661.3,Nairobi,False
EQK000182,2025-03-29 12:34:00,Visa Card,Peer-to-Peer,76126.69,Kiambu,False
EQK000183,2025-03-04 14:29:00,Equity Mobile,Withdrawal,197412.94,Nairobi,False
EQK000184,2025-03-09 16:11:00,Visa Card,Retail,8941.47,Nairobi,False
EQK000185,2025-02-19 13:46:00,Equity Mobile,Merchant Payment,187663.31,Nairobi,False
EQK000186,2025-01-07 10:32:00,Visa Card,Peer-to-Peer,25325.62,Nairobi,False
EQK000187,2025-01-29 03:16:00,ATM,Withdrawal,213698.23,Kiambu,False
EQK000188,2025-03-16 19:31:00,Equitel,Deposit,58283.37,Nairobi,False
EQK000189,2025-05-06 11:55:00,Agency Banking,Withdrawal,235960.36,Mombasa,False
EQK000190,2025-01-06 18:56:00,Equity Mobile,Peer-to-Peer,31264.0,Nairobi,False
EQK000191,2025-03-05 16:24:00,Agency Banking,Utility Bill,21744.6,Mombasa,False
EQK000192,2025-05-25 20:07:00,ATM,Deposit,133058.24,Nairobi,False
EQK000193,2025-01-24 02:19:00,Visa Card,Retail,517.86,Kiambu,False
EQK000194,2025-03-25 03:08:00,Visa Card,Retail,2831.97,Nakuru,False
EQK000195,2025-05-10 23:07:00,ATM,Withdrawal,38245.58,Mombasa,False
EQK000196,2025-03-23 13:46:00,Visa Card,Peer-to-Peer,69528.69,Kisumu,False
EQK000197,2025-05-16 10:21:00,ATM,Retail,4009.65,Kajiado,False
EQK000198,2025-03-21 21:21:00,Agency Banking,Merchant Payment,87158.13,Uasin Gishu,False
EQK000199,2025-04-07 01:32:00,EazzyPay,Retail,5584.09,Nairobi,False
EQK000200,2025-04-13 01:37:00,Equitel,Deposit,173605.29,Uasin Gishu,False
EQK000201,2025-02-18 07:10:00,Equity Mobile,Peer-to-Peer,89632.51,Kiambu,False
EQK000202,2025-02-10 17:11:00,Equitel,Merchant Payment,200630.29,Nairobi,False
EQK000203,2025-01-07 10:19:00,Agency Banking,Deposit,204507.14,Mombasa,False
EQK000204,2025-02-10 09:13:00,ATM,Utility Bill,2448.45,Nairobi,False
EQK000205,2025-02-14 18:57:00,ATM,Deposit,84887.05,Nairobi,False
EQK000206,2025-02-01 18:43:00,Equitel,Deposit,180081.24,Nairobi,False
EQK000207,2025-04-15 02:27:00,Equitel,Peer-to-Peer,68054.8,Nairobi,False
EQK000208,2025-04-07 06:11:00,EazzyPay,Deposit,240234.36,Mombasa,False
EQK000209,2025-02-06 03:27:00,Agency Banking,Deposit,246924.74,Nairobi,False
EQK000210,2025-04-06 08:35:00,Equitel,Withdrawal,99483.28,Kiambu,False
EQK000211,2025-01-06 06:41:00,ATM,Peer-to-Peer,28457.07,Nairobi,False
EQK000212,2025-01-18 07:20:00,EazzyPay,Peer-to-Peer,77622.42,Mombasa,False
EQK000213,2025-02-11 11:13:00,Visa Card,Utility Bill,5343.45,Kisumu,False
EQK000214,2025-03-03 21:59:00,Equity Mobile,Deposit,129189.52,Nairobi,False
EQK000215,2025-03-11 16:58:00,EazzyPay,Retail,6286.17,Kisumu,False
EQK000216,2025-02-14 22:46:00,ATM,Utility Bill,2763.92,Nairobi,False
EQK000217,2025-01-10 11:29:00,EazzyPay,Retail,7016.79,Kiambu,False
EQK000218,2025-02-26 21:19:00,Agency Banking,Retail,9280.3,Nairobi,False
EQK000219,2025-02-18 16:55:00,Agency Banking,Merchant Payment,216189.83,Kiambu,False
EQK000220,2025-04-24 13:01:00,EazzyPay,Withdrawal,234214.82,Nairobi,False
EQK000221,2025-02-28 04:32:00,EazzyPay,Peer-to-Peer,4253.13,Nairobi,False
EQK000222,2025-02-12 01:24:00,Equitel,Withdrawal,217111.66,Mombasa,False
EQK000223,2025-02-07 19:22:00,Visa Card,Withdrawal,36742.05,Kisumu,False
EQK000224,2025-01-08 17:20:00,EazzyPay,Withdrawal,111493.8,Kisumu,False
EQK000225,2025-02-03 00:54:00,Equitel,Peer-to-Peer,68356.48,Mombasa,False
EQK000226,2025-05-16 14:39:00,EazzyPay,Merchant Payment,29164.34,Uasin Gishu,False
EQK000227,2025-01-01 18:30:00,Visa Card,Withdrawal,167075.91,Kiambu,False
EQK000228,2025-03-04 08:32:00,EazzyPay,Retail,13125.93,Uasin Gishu,False
EQK000229,2025-03-09 01:37:00,Visa Card,Merchant Payment,167230.75,Uasin Gishu,False
EQK000230,2025-01-23 18:44:00,ATM,Retail,2243.03,Kiambu,False
EQK000231,2025-05-23 00:11:00,Equitel,Withdrawal,95724.51,Kiambu,False
EQK000232,2025-02-04 11:37:00,Equitel,Peer-to-Peer,60384.51,Nakuru,False
EQK000233,2025-01-09 02:20:00,Equitel,Utility Bill,12500.37,Nairobi,False
EQK000234,2025-01-12 04:33:00,Equity Mobile,Merchant Payment,119697.17,Nairobi,False
EQK000235,2025-02-15 17:43:00,ATM,Peer-to-Peer,1921.44,Nairobi,False
EQK000236,2025-02-16 20:59:00,EazzyPay,Merchant Payment,231831.6,Nairobi,False
EQK000237,2025-01-19 01:13:00,Equity Mobile,Merchant Payment,64937.37,Nairobi,False
EQK000238,2025-02-04 07:15:00,Equitel,Merchant Payment,179691.31,Nairobi,False
EQK000239,2025-03-31 10:06:00,Agency Banking,Utility Bill,20194.75,Nairobi,False
EQK000240,2025-02-11 23:35:00,Agency Banking,Merchant Payment,22672.7,Uasin Gishu,False
EQK000241,2025-04-16 14:58:00,Equity Mobile,Deposit,204978.03,Kisumu,False
EQK000242,2025-01-09 14:09:00,Equitel,Retail,12677.99,Kisumu,False
EQK000243,2025-04-01 04:03:00,Equitel,Peer-to-Peer,85132.31,Nakuru,False
EQK000244,2025-03-10 14:48:00,ATM,Merchant Payment,215836.47,Nairobi,False
EQK000245,2025-02-06 14:34:00,Agency Banking,Peer-to-Peer,23271.51,Nairobi,False
EQK000246,2025-01-02 02:06:00,Equity Mobile,Utility Bill,10703.65,Mombasa,False
EQK000247,2025-01-24 13:18:00,Agency Banking,Utility Bill,9093.45,Kisumu,False
EQK000248,2025-02-05 07:36:00,EazzyPay,Merchant Payment,48774.96,Nairobi,False
EQK000249,2025-01-13 16:59:00,Equitel,Merchant Payment,200288.77,Nairobi,False
EQK000250,2025-02-19 02:53:00,Agency Banking,Withdrawal,114757.8,Nairobi,False
EQK000251,2025-01-02 05:16:00,ATM,Utility Bill,11712.46,Nairobi,False
EQK000252,2025-02-05 04:12:00,Equity Mobile,Retail,2971.93,Mombasa,False
EQK000253,2025-02-24 15:11:00,EazzyPay,Merchant Payment,245327.86,Mombasa,False
EQK000254,2025-01-23 18:39:00,Visa Card,Withdrawal,184557.88,Uasin Gishu,False
EQK000255,2025-01-30 20:19:00,Visa Card,Deposit,23191.98,Uasin Gishu,False
EQK000256,2025-01-16 11:37:00,Agency Banking,Utility Bill,2514.62,Nairobi,False
EQK000257,2025-03-07 08:20:00,Equitel,Peer-to-Peer,23981.63,Kiambu,False
EQK000258,2025-02-24 05:34:00,Visa Card,Peer-to-Peer,57501.28,Kiambu,False
EQK000259,2025-01-12 14:48:00,Equitel,Deposit,204544.98,Nairobi,False
EQK000260,2025-05-14 02:15:00,Agency Banking,Deposit,21148.9,Mombasa,False
EQK000261,2025-05-10 02:17:00,Visa Card,Merchant Payment,143687.32,Kisumu,False
EQK000262,2025-02-23 00:35:00,Visa Card,Retail,9290.67,Uasin Gishu,False
EQK000263,2025-05-11 02:40:00,Visa Card,Retail,10161.45,Nairobi,False
EQK000264,2025-01-25 14:03:00,Equity Mobile,Merchant Payment,194404.18,Nairobi,False
EQK000265,2025-01-31 13:19:00,Equitel,Withdrawal,27310.51,Kiambu,False
EQK000266,2025-05-10 22:18:00,ATM,Withdrawal,195409.63,Mombasa,False
EQK000267,2025-01-11 17:30:00,EazzyPay,Peer-to-Peer,17149.41,Nairobi,False
EQK000268,2025-04-25 06:15:00,Agency Banking,Retail,7886.62,Kajiado,False
EQK000269,2025-04-13 19:28:00,Agency Banking,Merchant Payment,132233.32,Mombasa,False
EQK000270,2025-04-26 02:06:00,ATM,Merchant Payment,120927.08,Nairobi,False
EQK000271,2025-05-13 22:01:00,Visa Card,Peer-to-Peer,41916.2,Uasin Gishu,False
EQK000272,2025-02-27 23:38:00,Equity Mobile,Retail,5190.76,Uasin Gishu,False
EQK000273,2025-03-23 04:44:00,Agency Banking,Retail,2091.17,Kiambu,False
EQK000274,2025-02-21 22:52:00,Equitel,Deposit,38362.12,Nairobi,False
EQK000275,2025-02-11 20:41:00,Equity Mobile,Retail,14352.35,Uasin Gishu,False
EQK000276,2025-05-09 01:59:00,Equity Mobile,Retail,12692.64,Nairobi,False
EQK000277,2025-01-21 10:54:00,Equitel,Peer-to-Peer,45067.43,Nairobi,False
EQK000278,2025-03-28 23:44:00,ATM,Withdrawal,184621.01,Kiambu,False
EQK000279,2025-03-18 07:56:00,ATM,Retail,1545.22,Nairobi,False
EQK000280,2025-05-13 19:20:00,Equitel,Deposit,247905.51,Kajiado,False
EQK000281,2025-01-28 18:42:00,Equitel,Withdrawal,137854.39,Uasin Gishu,False
EQK000282,2025-05-18 05:46:00,Agency Banking,Retail,4783.95,Uasin Gishu,False
EQK000283,2025-02-18 03:03:00,Visa Card,Retail,9836.61,Kiambu,False
EQK000284,2025-04-24 09:20:00,Agency Banking,Merchant Payment,119109.69,Nairobi,False
EQK000285,2025-04-05 15:31:00,Agency Banking,Utility Bill,4074.3,Nairobi,False
EQK000286,2025-02-28 13:59:00,Equitel,Retail,2873.42,Nairobi,False
EQK000287,2025-02-01 18:45:00,EazzyPay,Withdrawal,72190.79,Uasin Gishu,False
EQK000288,2025-01-12 08:46:00,Equitel,Withdrawal,189005.44,Mombasa,False
EQK000289,2025-04-14 13:06:00,Agency Banking,Peer-to-Peer,32073.98,Uasin Gishu,False
EQK000290,2025-04-02 12:17:00,Equitel,Withdrawal,171639.21,Nairobi,False
EQK000291,2025-03-29 11:12:00,Visa Card,Peer-to-Peer,75842.68,Nakuru,False
EQK000292,2025-04-28 18:22:00,Equity Mobile,Deposit,218457.41,Kiambu,False
EQK000293,2025-04-21 07:41:00,Equitel,Retail,11254.82,Kisumu,False
EQK000294,2025-03-05 09:33:00,ATM,Retail,8548.73,Nakuru,False
EQK000295,2025-03-07 08:47:00,Equity Mobile,Retail,8536.28,Nairobi,False
EQK000296,2025-02-23 11:16:00,Visa Card,Deposit,187636.83,Uasin Gishu,False
EQK000297,2025-05-24 18:30:00,Visa Card,Peer-to-Peer,99633.8,Nairobi,False
EQK000298,2025-01-20 09:23:00,Visa Card,Peer-to-Peer,13868.51,Nakuru,True
EQK000299,2025-04-13 20:09:00,Visa Card,Deposit,89517.76,Uasin Gishu,False
EQK000300,2025-04-29 06:03:00,Equity Mobile,Deposit,181127.79,Nairobi,False
EQK000301,2025-05-12 23:23:00,Equitel,Deposit,201442.26,Nairobi,False
EQK000302,2025-02-18 13:18:00,Visa Card,Withdrawal,186735.38,Kajiado,False
EQK000303,2025-04-10 18:47:00,Equity Mobile,Merchant Payment,31471.81,Nakuru,False
EQK000304,2025-03-04 19:48:00,ATM,Merchant Payment,184180.12,Kajiado,False
EQK000305,2025-02-14 00:16:00,Visa Card,Merchant Payment,124545.43,Nairobi,False
EQK000306,2025-02-16 13:59:00,ATM,Retail,14279.53,Nairobi,False
EQK000307,2025-05-18 17:02:00,Equity Mobile,Peer-to-Peer,2516.76,Uasin Gishu,False
